SorghumGene,Ortholog
Sobic.003G108200,GRMZM2G099960
Sobic.010G119600,GRMZM2G099967
Sobic.010G119900,GRMZM2G099967
Sobic.001G008300,GRMZM2G099987
Sobic.001G008400,GRMZM2G100020
Sobic.002G191100,GRMZM2G100043
Sobic.002G275200,GRMZM2G100058
Sobic.001G423400,GRMZM2G100086
Sobic.002G173400,GRMZM2G100107
Sobic.003G044300,GRMZM2G100260
Sobic.006G122700,GRMZM2G100263
Sobic.006G122900,GRMZM2G100263
Sobic.006G122600,GRMZM2G100315
Sobic.006G122500,GRMZM2G100344
Sobic.003G044100,GRMZM2G100349
Sobic.005G166900,GRMZM2G100423
Sobic.001G355300,GRMZM2G100452
Sobic.003G378100,GRMZM2G100454
Sobic.001G355200,GRMZM2G100497
Sobic.009G084100,GRMZM2G100505
Sobic.004G237900,GRMZM2G100593
Sobic.001G442900,GRMZM2G100629
Sobic.009G151400,GRMZM2G100641
Sobic.002G000600,GRMZM2G100652
Sobic.001G501701,GRMZM2G100675
Sobic.001G501900,GRMZM2G100707
Sobic.001G442800,GRMZM2G100714
Sobic.006G195500,GRMZM2G100732
Sobic.002G347700,GRMZM2G100741
Sobic.006G125700,GRMZM2G100815
Sobic.010G211900,GRMZM2G100822
Sobic.003G072900,GRMZM2G100889
Sobic.001G013900,GRMZM2G100920
Sobic.007G131600,GRMZM2G101000
Sobic.007G131700,GRMZM2G101000
Sobic.006G095700,GRMZM2G101069
Sobic.007G106900,GRMZM2G101105
Sobic.007G107000,GRMZM2G101116
Sobic.007G107100,GRMZM2G101130
Sobic.007G107500,GRMZM2G101140
Sobic.003G398500,GRMZM2G101217
Sobic.007G149800,GRMZM2G101245
Sobic.007G149900,GRMZM2G101245
Sobic.009G207400,GRMZM2G101270
Sobic.004G307100,GRMZM2G101271
Sobic.009G207300,GRMZM2G101282
Sobic.004G267500,GRMZM2G101287
Sobic.006G170800,GRMZM2G101290
Sobic.006G178100,GRMZM2G101383
Sobic.003G276000,GRMZM2G101405
Sobic.006G178000,GRMZM2G101408
Sobic.007G149300,GRMZM2G101422
Sobic.007G149400,GRMZM2G101422
Sobic.004G307400,GRMZM2G101438
Sobic.005G111100,GRMZM2G101446
Sobic.009G207100,GRMZM2G101457
Sobic.001G105700,GRMZM2G101460
Sobic.004G307500,GRMZM2G101463
Sobic.004G349000,GRMZM2G101502
Sobic.004G196600,GRMZM2G101519
Sobic.004G196700,GRMZM2G101523
Sobic.004G196800,GRMZM2G101547
Sobic.004G349100,GRMZM2G101571
Sobic.004G196900,GRMZM2G101605
Sobic.003G328200,GRMZM2G101617
Sobic.009G020700,GRMZM2G101625
Sobic.003G066300,GRMZM2G101646
Sobic.001G051100,GRMZM2G101682
Sobic.003G309200,GRMZM2G101760
Sobic.004G122900,GRMZM2G102021
Sobic.003G065100,GRMZM2G102047
Sobic.003G431000,GRMZM2G102056
Sobic.002G281500,GRMZM2G102167
Sobic.002G254800,GRMZM2G102181
Sobic.006G127100,GRMZM2G102183
Sobic.003G064700,GRMZM2G102196
Sobic.007G088200,GRMZM2G102231
Sobic.007G090200,GRMZM2G102231
Sobic.010G158832,GRMZM2G102322
Sobic.006G258700,GRMZM2G102349
Sobic.006G258800,GRMZM2G102349
Sobic.006G111100,GRMZM2G102356
Sobic.006G257900,GRMZM2G102471
Sobic.001G435800,GRMZM2G102483
Sobic.001G368900,GRMZM2G102497
Sobic.001G368800,GRMZM2G102548
Sobic.004G143700,GRMZM2G102560
Sobic.003G018800,GRMZM2G102572
Sobic.010G042800,GRMZM2G102596
Sobic.009G234500,GRMZM2G102605
Sobic.003G056500,GRMZM2G102714
Sobic.009G234400,GRMZM2G102779
Sobic.002G380400,GRMZM2G102786
Sobic.003G017800,GRMZM2G102811
Sobic.003G066000,GRMZM2G102822
Sobic.003G066200,GRMZM2G102822
Sobic.003G067000,GRMZM2G102822
Sobic.004G037800,GRMZM2G102845
Sobic.010G185400,GRMZM2G102858
Sobic.004G037700,GRMZM2G102912
Sobic.003G017700,GRMZM2G102927
Sobic.010G096100,GRMZM2G102946
Sobic.002G031600,GRMZM2G102968
Sobic.005G060300,GRMZM2G103013
Sobic.005G060400,GRMZM2G103013
Sobic.004G309000,GRMZM2G103055
Sobic.004G309200,GRMZM2G103055
Sobic.004G073800,GRMZM2G103070
Sobic.004G308700,GRMZM2G103101
Sobic.006G108500,GRMZM2G103116
Sobic.004G308400,GRMZM2G103128
Sobic.003G325200,GRMZM2G103135
Sobic.010G043100,GRMZM2G103137
Sobic.007G168000,GRMZM2G103197
Sobic.003G098100,GRMZM2G103214
Sobic.007G087100,GRMZM2G103250
Sobic.003G436800,GRMZM2G103342
Sobic.004G272200,GRMZM2G103357
Sobic.002G278000,GRMZM2G103458
Sobic.008G057500,GRMZM2G103546
Sobic.001G156500,GRMZM2G103559
Sobic.001G449900,GRMZM2G103579
Sobic.002G104801,GRMZM2G103617
Sobic.002G104900,GRMZM2G103617
Sobic.010G218500,GRMZM2G103647
Sobic.001G156300,GRMZM2G103657
Sobic.008G057100,GRMZM2G103662
Sobic.003G295300,GRMZM2G103666
Sobic.001G155700,GRMZM2G103672
Sobic.008G056900,GRMZM2G103740
Sobic.005G089700,GRMZM2G103759
Sobic.005G090000,GRMZM2G103759
Sobic.003G144500,GRMZM2G103771
Sobic.001G172400,GRMZM2G103773
Sobic.002G248600,GRMZM2G103783
Sobic.001G172300,GRMZM2G103843
Sobic.004G128500,GRMZM2G103864
Sobic.002G283600,GRMZM2G103896
Sobic.010G218200,GRMZM2G103897
Sobic.010G218100,GRMZM2G103900
Sobic.002G248500,GRMZM2G103902
Sobic.008G125900,GRMZM2G103909
Sobic.001G208600,GRMZM2G103929
Sobic.004G072900,GRMZM2G103937
Sobic.002G333900,GRMZM2G103972
Sobic.008G135701,GRMZM2G104070
Sobic.003G035500,GRMZM2G104081
Sobic.003G035700,GRMZM2G104176
Sobic.003G238700,GRMZM2G104226
Sobic.002G110600,GRMZM2G104231
Sobic.002G110500,GRMZM2G104258
Sobic.010G039100,GRMZM2G104269
Sobic.010G039200,GRMZM2G104269
Sobic.010G039300,GRMZM2G104269
Sobic.010G039401,GRMZM2G104269
Sobic.010G041201,GRMZM2G104269
Sobic.008G039900,GRMZM2G104310
Sobic.002G248800,GRMZM2G104339
Sobic.010G199900,GRMZM2G104347
Sobic.005G157100,GRMZM2G104375
Sobic.009G000400,GRMZM2G104377
Sobic.004G045700,GRMZM2G104425
Sobic.004G045800,GRMZM2G104425
Sobic.004G045900,GRMZM2G104425
Sobic.002G393000,GRMZM2G104443
Sobic.001G402600,GRMZM2G104464
Sobic.002G275700,GRMZM2G104504
Sobic.007G172800,GRMZM2G104516
Sobic.006G260800,GRMZM2G104538
Sobic.002G275500,GRMZM2G104551
Sobic.002G275300,GRMZM2G104608
Sobic.008G013200,GRMZM2G104620
Sobic.002G271000,GRMZM2G104622
Sobic.003G162100,GRMZM2G104639
Sobic.008G013900,GRMZM2G104730
Sobic.008G014000,GRMZM2G104730
Sobic.008G014100,GRMZM2G104730
Sobic.010G051900,GRMZM2G104747
Sobic.010G053300,GRMZM2G104747
Sobic.007G014900,GRMZM2G104769
Sobic.005G087900,GRMZM2G104833
Sobic.009G023200,GRMZM2G104836
Sobic.005G156100,GRMZM2G104847
Sobic.010G200100,GRMZM2G104866
Sobic.010G200300,GRMZM2G104866
Sobic.007G157800,GRMZM2G104938
Sobic.009G193300,GRMZM2G104955
Sobic.001G335300,GRMZM2G104983
Sobic.001G079900,GRMZM2G105025
Sobic.006G169700,GRMZM2G105137
Sobic.003G381300,GRMZM2G105184
Sobic.001G182200,GRMZM2G105189
Sobic.001G182600,GRMZM2G105189
Sobic.002G284500,GRMZM2G105219
Sobic.008G113200,GRMZM2G105229
Sobic.003G381400,GRMZM2G105266
Sobic.003G343900,GRMZM2G105283
Sobic.002G283800,GRMZM2G105297
Sobic.003G343700,GRMZM2G105307
Sobic.006G265000,GRMZM2G105330
Sobic.004G078900,GRMZM2G105331
Sobic.001G429900,GRMZM2G105362
Sobic.010G111200,GRMZM2G105364
Sobic.004G089000,GRMZM2G105391
Sobic.004G187100,GRMZM2G105400
Sobic.009G208200,GRMZM2G105401
Sobic.001G527700,GRMZM2G105415
Sobic.004G187300,GRMZM2G105417
Sobic.003G294300,GRMZM2G105425
Sobic.010G248900,GRMZM2G105428
Sobic.004G187501,GRMZM2G105429
Sobic.001G527600,GRMZM2G105436
Sobic.004G187701,GRMZM2G105460
Sobic.009G207900,GRMZM2G105473
Sobic.004G125900,GRMZM2G105494
Sobic.004G238200,GRMZM2G105539
Sobic.006G095500,GRMZM2G105542
Sobic.001G522000,GRMZM2G105571
Sobic.004G238400,GRMZM2G105641
Sobic.004G238500,GRMZM2G105644
Sobic.002G003800,GRMZM2G105682
Sobic.002G313700,GRMZM2G105750
Sobic.004G238600,GRMZM2G105791
Sobic.004G238801,GRMZM2G105844
Sobic.001G181700,GRMZM2G105971
Sobic.002G411800,GRMZM2G105982
Sobic.002G078400,GRMZM2G105996
Sobic.009G014500,GRMZM2G106042
Sobic.006G231800,GRMZM2G106056
Sobic.004G285300,GRMZM2G106185
Sobic.009G154700,GRMZM2G106190
Sobic.002G039400,GRMZM2G106204
Sobic.004G285200,GRMZM2G106216
Sobic.009G154800,GRMZM2G106218
Sobic.002G039200,GRMZM2G106222
Sobic.009G066400,GRMZM2G106233
Sobic.001G383500,GRMZM2G106283
Sobic.010G214300,GRMZM2G106321
Sobic.006G231400,GRMZM2G106384
Sobic.006G230900,GRMZM2G106393
Sobic.001G383400,GRMZM2G106408
Sobic.004G194900,GRMZM2G106412
Sobic.006G230800,GRMZM2G106445
Sobic.006G231100,GRMZM2G106445
Sobic.006G231200,GRMZM2G106445
Sobic.006G231332,GRMZM2G106445
Sobic.001G140101,GRMZM2G106515
Sobic.003G408700,GRMZM2G106523
Sobic.002G342800,GRMZM2G106548
Sobic.007G132600,GRMZM2G106558
Sobic.006G230400,GRMZM2G106578
Sobic.002G008500,GRMZM2G106600
Sobic.003G416700,GRMZM2G106613
Sobic.008G095000,GRMZM2G106622
Sobic.004G209700,GRMZM2G106653
Sobic.010G034000,GRMZM2G106683
Sobic.002G420000,GRMZM2G106732
Sobic.005G120600,GRMZM2G106798
Sobic.006G186400,GRMZM2G106881
Sobic.002G161000,GRMZM2G106903
Sobic.006G186500,GRMZM2G106921
Sobic.007G166600,GRMZM2G106928
Sobic.003G425500,GRMZM2G106945
Sobic.002G160600,GRMZM2G106950
Sobic.007G054800,GRMZM2G106974
Sobic.006G110850,GRMZM2G107003
Sobic.007G182101,GRMZM2G107031
Sobic.005G222200,GRMZM2G107082
Sobic.002G043600,GRMZM2G107089
Sobic.003G187200,GRMZM2G107111
Sobic.002G309100,GRMZM2G107142
Sobic.006G260600,GRMZM2G107187
Sobic.006G114600,GRMZM2G107199
Sobic.005G222000,GRMZM2G107239
Sobic.005G221200,GRMZM2G107302
Sobic.002G043100,GRMZM2G107309
Sobic.004G115500,GRMZM2G107380
Sobic.002G048300,GRMZM2G107408
Sobic.010G249900,GRMZM2G107437
Sobic.002G043000,GRMZM2G107457
Sobic.001G507300,GRMZM2G107532
Sobic.002G345800,GRMZM2G107562
Sobic.001G219900,GRMZM2G107571
Sobic.001G377600,GRMZM2G107597
Sobic.010G025300,GRMZM2G107609
Sobic.010G025850,GRMZM2G107609
Sobic.001G078600,GRMZM2G107645
Sobic.010G024600,GRMZM2G107665
Sobic.001G507800,GRMZM2G107686
Sobic.004G081400,GRMZM2G107737
Sobic.001G304000,GRMZM2G107741
Sobic.005G104600,GRMZM2G107761
Sobic.005G104700,GRMZM2G107761
Sobic.001G460200,GRMZM2G107805
Sobic.001G460100,GRMZM2G107815
Sobic.001G408400,GRMZM2G107838
Sobic.001G271600,GRMZM2G107851
Sobic.001G273200,GRMZM2G107851
Sobic.001G408200,GRMZM2G107867
Sobic.003G202000,GRMZM2G107900
Sobic.010G043500,GRMZM2G107926
Sobic.002G290000,GRMZM2G107987
Sobic.002G027500,GRMZM2G108023
Sobic.001G439400,GRMZM2G108032
Sobic.006G277700,GRMZM2G108077
Sobic.006G277800,GRMZM2G108077
Sobic.004G178400,GRMZM2G108085
Sobic.004G269000,GRMZM2G108087
Sobic.010G192700,GRMZM2G108103
Sobic.002G261400,GRMZM2G108133
Sobic.002G261600,GRMZM2G108133
Sobic.008G190900,GRMZM2G108135
Sobic.001G439500,GRMZM2G108138
Sobic.006G277600,GRMZM2G108153
Sobic.002G428700,GRMZM2G108166
Sobic.010G172600,GRMZM2G108200
Sobic.006G277500,GRMZM2G108219
Sobic.006G277200,GRMZM2G108228
Sobic.006G053500,GRMZM2G108255
Sobic.004G162900,GRMZM2G108267
Sobic.007G126200,GRMZM2G108277
Sobic.002G330500,GRMZM2G108285
Sobic.006G053400,GRMZM2G108338
Sobic.001G242600,GRMZM2G108396
Sobic.001G242500,GRMZM2G108410
Sobic.001G365200,GRMZM2G108416
Sobic.008G157500,GRMZM2G108422
Sobic.008G157800,GRMZM2G108422
Sobic.003G273300,GRMZM2G108424
Sobic.004G006300,GRMZM2G108474
Sobic.009G249600,GRMZM2G108480
Sobic.008G110700,GRMZM2G108501
Sobic.001G255300,GRMZM2G108514
Sobic.001G365000,GRMZM2G108523
Sobic.001G364800,GRMZM2G108530
Sobic.002G185900,GRMZM2G108546
Sobic.010G195701,GRMZM2G108570
Sobic.001G364700,GRMZM2G108576
Sobic.009G099500,GRMZM2G108586
Sobic.002G007800,GRMZM2G108589
Sobic.006G027500,GRMZM2G108609
Sobic.002G315000,GRMZM2G108615
Sobic.006G277750,GRMZM2G108624
Sobic.006G277900,GRMZM2G108624
Sobic.002G008400,GRMZM2G108637
Sobic.006G012700,GRMZM2G108686
Sobic.009G165200,GRMZM2G108723
Sobic.002G155000,GRMZM2G108737
Sobic.002G375300,GRMZM2G108767
Sobic.010G262000,GRMZM2G108775
Sobic.003G111200,GRMZM2G108847
Sobic.003G111300,GRMZM2G108847
Sobic.002G315800,GRMZM2G108849
Sobic.002G315700,GRMZM2G108874
Sobic.002G115700,GRMZM2G108894
Sobic.003G037600,GRMZM2G108898
Sobic.001G212451,GRMZM2G108949
Sobic.005G155900,GRMZM2G108959
Sobic.005G155800,GRMZM2G108976
Sobic.004G270100,GRMZM2G108996
Sobic.010G211100,GRMZM2G108997
Sobic.005G155700,GRMZM2G109032
Sobic.009G035100,GRMZM2G109062
Sobic.004G034600,GRMZM2G109070
Sobic.005G147800,GRMZM2G109071
Sobic.009G035200,GRMZM2G109142
Sobic.004G034500,GRMZM2G109165
Sobic.001G362300,GRMZM2G109182
Sobic.001G362500,GRMZM2G109201
Sobic.006G162300,GRMZM2G109217
Sobic.001G362601,GRMZM2G109221
Sobic.002G115900,GRMZM2G109252
Sobic.006G162100,GRMZM2G109262
Sobic.004G301400,GRMZM2G109348
Sobic.009G125900,GRMZM2G109352
Sobic.002G275900,GRMZM2G109405
Sobic.003G386100,GRMZM2G109429
Sobic.001G479800,GRMZM2G109431
Sobic.001G517800,GRMZM2G109509
Sobic.007G073000,GRMZM2G109515
Sobic.003G386300,GRMZM2G109526
Sobic.008G088803,GRMZM2G109582
Sobic.001G479200,GRMZM2G109589
Sobic.001G479500,GRMZM2G109589
Sobic.010G065200,GRMZM2G109595
Sobic.002G227800,GRMZM2G109609
Sobic.010G064500,GRMZM2G109720
Sobic.002G111200,GRMZM2G109743
Sobic.004G067900,GRMZM2G109805
Sobic.001G265800,GRMZM2G109814
Sobic.004G061900,GRMZM2G109818
Sobic.001G422600,GRMZM2G109831
Sobic.001G422500,GRMZM2G109885
Sobic.004G197000,GRMZM2G109959
Sobic.003G264800,GRMZM2G109976
Sobic.001G403800,GRMZM2G110000
Sobic.001G341300,GRMZM2G110027
Sobic.002G354300,GRMZM2G110034
Sobic.002G354400,GRMZM2G110034
Sobic.003G379000,GRMZM2G110153
Sobic.009G149200,GRMZM2G110166
Sobic.003G378800,GRMZM2G110195
Sobic.001G270400,GRMZM2G110198
Sobic.003G041700,GRMZM2G110212
Sobic.010G099400,GRMZM2G110220
Sobic.003G378600,GRMZM2G110277
Sobic.006G110000,GRMZM2G110279
Sobic.003G163500,GRMZM2G110286
Sobic.010G098200,GRMZM2G110289
Sobic.001G175700,GRMZM2G110294
Sobic.001G062700,GRMZM2G110295
Sobic.001G175600,GRMZM2G110298
Sobic.010G098100,GRMZM2G110299
Sobic.001G175500,GRMZM2G110304
Sobic.008G097401,GRMZM2G110381
Sobic.003G378400,GRMZM2G110398
Sobic.001G246400,GRMZM2G110531
Sobic.004G301000,GRMZM2G110541
Sobic.010G162200,GRMZM2G110582
Sobic.001G515400,GRMZM2G110616
Sobic.004G326500,GRMZM2G110657
Sobic.001G247400,GRMZM2G110681
Sobic.010G223400,GRMZM2G110822
Sobic.010G094400,GRMZM2G110832
Sobic.001G008000,GRMZM2G110851
Sobic.003G177600,GRMZM2G110858
Sobic.003G370200,GRMZM2G110897
Sobic.010G130300,GRMZM2G110993
Sobic.009G213400,GRMZM2G111017
Sobic.004G128000,GRMZM2G111022
Sobic.003G203800,GRMZM2G111123
Sobic.003G203833,GRMZM2G111123
Sobic.003G204200,GRMZM2G111123
Sobic.009G042100,GRMZM2G111138
Sobic.003G108800,GRMZM2G111164
Sobic.001G461800,GRMZM2G111191
Sobic.003G108900,GRMZM2G111200
Sobic.004G049600,GRMZM2G111201
Sobic.001G345100,GRMZM2G111208
Sobic.002G077000,GRMZM2G111216
Sobic.001G159400,GRMZM2G111269
Sobic.002G301500,GRMZM2G111309
Sobic.002G301600,GRMZM2G111309
Sobic.002G301700,GRMZM2G111309
Sobic.004G009100,GRMZM2G111390
Sobic.003G288900,GRMZM2G111436
Sobic.003G289000,GRMZM2G111436
Sobic.003G289100,GRMZM2G111436
Sobic.003G289200,GRMZM2G111436
Sobic.003G289300,GRMZM2G111436
Sobic.005G044900,GRMZM2G111455
Sobic.003G288800,GRMZM2G111510
Sobic.004G107800,GRMZM2G111529
Sobic.005G003900,GRMZM2G111632
Sobic.003G305300,GRMZM2G111637
Sobic.001G045700,GRMZM2G111642
Sobic.003G305400,GRMZM2G111657
Sobic.003G273200,GRMZM2G111666
Sobic.002G398800,GRMZM2G111672
Sobic.009G198100,GRMZM2G111696
Sobic.006G053700,GRMZM2G111697
Sobic.002G398700,GRMZM2G111713
Sobic.005G004200,GRMZM2G111720
Sobic.002G240900,GRMZM2G111780
Sobic.004G153600,GRMZM2G111782
Sobic.004G155900,GRMZM2G111872
Sobic.010G046700,GRMZM2G111903
Sobic.003G361500,GRMZM2G111907
Sobic.010G126600,GRMZM2G111920
Sobic.005G019400,GRMZM2G111928
Sobic.006G140700,GRMZM2G111954
Sobic.006G089300,GRMZM2G112039
Sobic.003G279000,GRMZM2G112205
Sobic.003G278800,GRMZM2G112222
Sobic.004G287000,GRMZM2G112247
Sobic.004G287100,GRMZM2G112352
Sobic.007G164400,GRMZM2G112377
Sobic.006G133700,GRMZM2G112483
Sobic.001G400700,GRMZM2G112524
Sobic.001G400800,GRMZM2G112524
Sobic.001G400900,GRMZM2G112524
Sobic.001G401000,GRMZM2G112524
Sobic.001G401100,GRMZM2G112524
Sobic.001G401200,GRMZM2G112524
Sobic.001G401300,GRMZM2G112524
Sobic.006G133600,GRMZM2G112530
Sobic.006G133500,GRMZM2G112594
Sobic.004G275000,GRMZM2G112626
Sobic.003G102200,GRMZM2G112629
Sobic.010G240300,GRMZM2G112704
Sobic.007G089500,GRMZM2G112782
Sobic.005G110800,GRMZM2G112795
Sobic.010G279000,GRMZM2G112805
Sobic.004G293500,GRMZM2G112830
Sobic.010G279100,GRMZM2G112895
Sobic.004G293400,GRMZM2G112914
Sobic.002G426700,GRMZM2G113052
Sobic.004G198300,GRMZM2G113064
Sobic.008G039700,GRMZM2G113089
Sobic.008G039600,GRMZM2G113093
Sobic.003G442400,GRMZM2G113096
Sobic.001G021500,GRMZM2G113137
Sobic.009G105800,GRMZM2G113156
Sobic.001G020500,GRMZM2G113158
Sobic.009G223900,GRMZM2G113177
Sobic.007G219400,GRMZM2G113196
Sobic.009G224000,GRMZM2G113216
Sobic.008G038500,GRMZM2G113228
Sobic.007G219300,GRMZM2G113229
Sobic.005G085800,GRMZM2G113241
Sobic.001G021200,GRMZM2G113250
Sobic.001G158700,GRMZM2G113260
Sobic.004G179400,GRMZM2G113325
Sobic.004G164200,GRMZM2G113332
Sobic.001G478800,GRMZM2G113351
Sobic.009G255500,GRMZM2G113355
Sobic.003G179100,GRMZM2G113365
Sobic.009G224300,GRMZM2G113382
Sobic.003G323300,GRMZM2G113397
Sobic.004G179300,GRMZM2G113409
Sobic.003G323600,GRMZM2G113414
Sobic.004G310700,GRMZM2G113418
Sobic.002G333800,GRMZM2G113432
Sobic.002G334300,GRMZM2G113432
Sobic.004G174100,GRMZM2G113439
Sobic.005G091600,GRMZM2G113470
Sobic.010G135600,GRMZM2G113480
Sobic.003G152800,GRMZM2G113495
Sobic.006G073300,GRMZM2G113513
Sobic.010G138600,GRMZM2G113532
Sobic.001G130100,GRMZM2G113569
Sobic.004G181800,GRMZM2G113583
Sobic.004G181900,GRMZM2G113596
Sobic.010G238700,GRMZM2G113613
Sobic.003G047200,GRMZM2G113626
Sobic.002G128000,GRMZM2G113668
Sobic.007G219000,GRMZM2G113726
Sobic.001G309000,GRMZM2G113761
Sobic.001G474700,GRMZM2G113775
Sobic.001G475300,GRMZM2G113821
Sobic.006G021000,GRMZM2G113844
Sobic.007G219200,GRMZM2G113899
Sobic.005G012000,GRMZM2G113967
Sobic.003G230700,GRMZM2G114048
Sobic.007G125900,GRMZM2G114093
Sobic.010G028800,GRMZM2G114098
Sobic.007G091800,GRMZM2G114119
Sobic.006G187500,GRMZM2G114131
Sobic.001G463900,GRMZM2G114184
Sobic.006G187401,GRMZM2G114186
Sobic.006G187200,GRMZM2G114192
Sobic.006G187100,GRMZM2G114220
Sobic.001G463650,GRMZM2G114227
Sobic.001G463600,GRMZM2G114232
Sobic.001G463500,GRMZM2G114234
Sobic.004G174800,GRMZM2G114241
Sobic.001G407900,GRMZM2G114354
Sobic.001G408001,GRMZM2G114354
Sobic.001G266100,GRMZM2G114356
Sobic.001G266200,GRMZM2G114356
Sobic.004G237700,GRMZM2G114371
Sobic.003G221600,GRMZM2G114380
Sobic.003G221900,GRMZM2G114444
Sobic.002G374300,GRMZM2G114461
Sobic.001G540600,GRMZM2G114469
Sobic.009G244300,GRMZM2G114503
Sobic.006G108300,GRMZM2G114523
Sobic.001G197000,GRMZM2G114570
Sobic.009G244000,GRMZM2G114578
Sobic.006G108000,GRMZM2G114619
Sobic.002G208000,GRMZM2G114639
Sobic.002G207900,GRMZM2G114642
Sobic.001G024100,GRMZM2G114673
Sobic.010G189500,GRMZM2G114680
Sobic.002G354800,GRMZM2G114688
Sobic.001G024000,GRMZM2G114692
Sobic.002G296600,GRMZM2G114704
Sobic.002G296800,GRMZM2G114704
Sobic.002G201600,GRMZM2G114706
Sobic.001G302100,GRMZM2G114707
Sobic.007G194300,GRMZM2G114739
Sobic.002G296400,GRMZM2G114748
Sobic.002G207500,GRMZM2G114751
Sobic.002G207700,GRMZM2G114751
Sobic.001G023900,GRMZM2G114775
Sobic.007G194200,GRMZM2G114816
Sobic.006G226200,GRMZM2G114861
Sobic.003G391100,GRMZM2G114873
Sobic.004G002500,GRMZM2G114888
Sobic.001G019500,GRMZM2G114992
Sobic.001G481800,GRMZM2G115105
Sobic.001G492800,GRMZM2G115131
Sobic.010G028000,GRMZM2G115156
Sobic.004G002350,GRMZM2G115176
Sobic.003G033100,GRMZM2G115198
Sobic.004G140600,GRMZM2G115257
Sobic.010G136500,GRMZM2G115329
Sobic.002G055900,GRMZM2G115357
Sobic.001G009600,GRMZM2G115372
Sobic.006G088400,GRMZM2G115395
Sobic.007G209800,GRMZM2G115442
Sobic.004G165500,GRMZM2G115480
Sobic.004G165300,GRMZM2G115491
Sobic.005G016300,GRMZM2G115499
Sobic.004G165200,GRMZM2G115504
Sobic.010G211500,GRMZM2G115564
Sobic.003G044000,GRMZM2G115574
Sobic.008G160000,GRMZM2G115615
Sobic.007G129000,GRMZM2G115635
Sobic.002G384600,GRMZM2G115637
Sobic.002G385000,GRMZM2G115637
Sobic.001G231000,GRMZM2G115646
Sobic.010G219800,GRMZM2G115660
Sobic.006G230100,GRMZM2G115705
Sobic.006G230200,GRMZM2G115705
Sobic.010G168500,GRMZM2G115721
Sobic.007G161200,GRMZM2G115750
Sobic.004G205800,GRMZM2G115755
Sobic.002G255400,GRMZM2G115757
Sobic.001G252700,GRMZM2G115772
Sobic.002G161200,GRMZM2G115773
Sobic.005G048900,GRMZM2G115792
Sobic.006G038500,GRMZM2G115805
Sobic.003G034100,GRMZM2G115834
Sobic.003G136800,GRMZM2G115875
Sobic.002G120200,GRMZM2G115957
Sobic.001G367100,GRMZM2G115975
Sobic.007G216100,GRMZM2G115981
Sobic.001G065000,GRMZM2G116126
Sobic.010G277000,GRMZM2G116133
Sobic.003G196800,GRMZM2G116135
Sobic.009G074400,GRMZM2G116151
Sobic.010G261200,GRMZM2G116167
Sobic.004G241500,GRMZM2G116185
Sobic.010G261300,GRMZM2G116190
Sobic.009G180800,GRMZM2G116258
Sobic.003G279700,GRMZM2G116271
Sobic.001G444800,GRMZM2G116292
Sobic.009G180900,GRMZM2G116335
Sobic.001G228100,GRMZM2G116360
Sobic.005G045800,GRMZM2G116376
Sobic.008G135800,GRMZM2G116386
Sobic.010G263800,GRMZM2G116434
Sobic.010G264200,GRMZM2G116434
Sobic.010G065700,GRMZM2G116491
Sobic.002G204100,GRMZM2G116517
Sobic.001G228300,GRMZM2G116526
Sobic.003G422400,GRMZM2G116554
Sobic.003G422600,GRMZM2G116554
Sobic.003G422700,GRMZM2G116554
Sobic.004G285000,GRMZM2G116563
Sobic.003G196400,GRMZM2G116584
Sobic.003G320500,GRMZM2G116632
Sobic.002G270900,GRMZM2G116658
Sobic.003G320600,GRMZM2G116670
Sobic.002G204200,GRMZM2G116689
Sobic.006G049900,GRMZM2G116693
Sobic.003G320700,GRMZM2G116700
Sobic.008G162900,GRMZM2G116714
Sobic.001G444400,GRMZM2G116902
Sobic.001G043400,GRMZM2G116908
Sobic.008G073500,GRMZM2G117028
Sobic.003G153400,GRMZM2G117030
Sobic.006G180700,GRMZM2G117060
Sobic.005G054900,GRMZM2G117064
Sobic.004G209600,GRMZM2G117108
Sobic.002G073600,GRMZM2G117146
Sobic.004G300300,GRMZM2G117164
Sobic.007G155600,GRMZM2G117189
Sobic.008G162201,GRMZM2G117219
Sobic.001G342900,GRMZM2G117222
Sobic.002G211300,GRMZM2G117230
Sobic.002G231500,GRMZM2G117268
Sobic.009G129500,GRMZM2G117298
Sobic.007G055800,GRMZM2G117319
Sobic.009G179400,GRMZM2G117344
Sobic.007G158400,GRMZM2G117347
Sobic.009G111400,GRMZM2G117357
Sobic.002G058500,GRMZM2G117369
Sobic.007G158500,GRMZM2G117378
Sobic.009G179500,GRMZM2G117392
Sobic.009G179600,GRMZM2G117410
Sobic.002G017300,GRMZM2G117454
Sobic.001G343900,GRMZM2G117513
Sobic.004G066800,GRMZM2G117544
Sobic.009G179800,GRMZM2G117558
Sobic.009G235300,GRMZM2G117574
Sobic.005G139300,GRMZM2G117614
Sobic.009G139200,GRMZM2G117615
Sobic.002G317600,GRMZM2G117642
Sobic.001G222400,GRMZM2G117763
Sobic.001G306800,GRMZM2G117804
Sobic.007G090900,GRMZM2G117836
Sobic.003G244100,GRMZM2G117851
Sobic.009G180500,GRMZM2G117854
Sobic.001G337500,GRMZM2G117930
Sobic.001G274300,GRMZM2G117940
Sobic.005G169200,GRMZM2G117942
Sobic.005G169400,GRMZM2G117989
